Order ID,Order Date,Ship Date,Customer Segment,Region,State,Category,Sub-Category,Quantity,Sales,Discount,Discounted Sales,Shipping Cost,Profit
ORD-1411,2024-08-01,2024-08-06,Home Office,North,Illinois,Office Supplies,Binders,7,3701.73,0.15,3146.47,7.58,123.58
ORD-1412,2024-04-14,2024-04-19,Consumer,East,Connecticut,Technology,Monitors,10,3020.31,0.0,3020.31,25.1,294.5
ORD-1413,2024-03-18,2024-03-25,Corporate,South,Alabama,Office Supplies,Labels,8,1713.72,0.0,1713.72,6.63,512.13
ORD-1414,2024-07-06,2024-07-12,Home Office,West,Washington,Technology,Laptops,2,366.7,0.05,348.36,22.5,10.67
ORD-1415,2024-06-01,2024-06-07,Home Office,Central,Indiana,Office Supplies,Binders,13,1124.56,0.0,1124.56,6.18,279.29
ORD-1416,2024-06-02,2024-06-08,Consumer,West,Washington,Technology,Accessories,12,3800.35,0.05,3610.33,20.34,535.45
ORD-1417,2023-09-01,2023-09-04,Home Office,East,Pennsylvania,Office Supplies,Binders,4,2730.78,0.2,2184.62,6.38,-67.45
ORD-1418,2024-09-02,2024-09-04,Home Office,North,Wisconsin,Office Supplies,Labels,6,1216.9,0.0,1216.9,8.3,362.58
ORD-1419,2024-09-01,2024-09-08,Corporate,East,Massachusetts,Furniture,Tables,12,6808.12,0.3,4765.68,45.56,-2301.19
ORD-1420,2022-04-15,2022-04-20,Home Office,Central,Missouri,Furniture,Bookcases,15,4981.59,0.0,4981.59,37.08,736.11
ORD-1421,2022-05-26,2022-06-01,Consumer,Central,Colorado,Office Supplies,Binders,9,6894.15,0.1,6204.73,7.62,680.23
ORD-1422,2022-07-25,2022-07-31,Home Office,East,Connecticut,Furniture,Tables,6,4617.43,0.45,2539.59,49.44,-1767.15
ORD-1423,,2022-06-26,Corporate,North,Minnesota,Technology,Accessories,12,2345.94,0.0,2345.94,17.8,510.77
ORD-1424,2023-05-22,2023-05-25,Home Office,Central,Indiana,Technology,Accessories,12,7914.52,0.0,7914.52,,1735.32
ORD-1425,2024-04-22,2024-04-25,Corporate,West,Nevada,Furniture,Desks,15,10939.4,0.45,6016.67,51.07,-3324.49
ORD-1426,2024-11-12,2024-11-19,Corporate,South,Florida,Technology,Phones,3,1879.4,0.0,1879.4,24.19,161.89
ORD-1427,2023-11-20,2023-11-25,Home Office,West,California,Technology,Printers,6,2408.92,0.2,1927.14,23.55,-623.75
ORD-1428,2022-11-02,2022-11-04,Home Office,South,Florida,Furniture,Tables,9,5781.84,0.45,3180.01,57.03,-2211.32
ORD-1429,2024-12-17,2024-12-20,Corporate,Central,Kansas,Furniture,Desks,8,2102.29,0.3,1471.6,29.75,-509.27
ORD-1430,2023-09-06,2023-09-12,Home Office,West,Oregon,Technology,Accessories,9,1992.03,0.0,1992.03,18.54,432.68
ORD-1431,2024-03-25,2024-03-28,Corporate,East,Massachusetts,Technology,Monitors,6,1809.52,0.05,1719.04,16.12,46.74
ORD-1432,2022-10-18,2022-10-25,Consumer,Central,Ohio,Office Supplies,Paper,7,4810.42,0.0,4810.42,4.81,287.18
ORD-1433,2024-08-17,2024-08-21,Corporate,South,Alabama,Technology,Phones,9,5225.76,0.2,4180.61,18.73,-799.93
ORD-1434,2022-10-07,2022-10-12,Home Office,Central,Ohio,Technology,Monitors,14,3004.64,0.2,2403.71,20.54,-438.83
ORD-1435,2023-09-12,2023-09-18,Corporate,East,Connecticut,Furniture,Bookcases,1,338.23,0.0,338.23,54.9,34.26
ORD-1436,2023-12-12,2023-12-17,Home Office,South,Florida,Office Supplies,Labels,6,3260.74,0.05,3097.7,7.45,710.24
ORD-1437,2022-09-28,2022-10-04,Corporate,North,North Dakota,Office Supplies,Pens & Art,3,1553.57,0.0,1553.57,5.97,433.21
ORD-1438,2023-05-11,2023-05-16,Corporate,Central,Indiana,Technology,Laptops,11,2680.86,0.0,2680.86,20.23,315.63
ORD-1439,2023-12-06,2023-12-13,Corporate,East,Connecticut,Furniture,Storage,3,2056.67,0.0,2056.67,50.8,252.13
ORD-1440,2022-03-04,2022-03-06,Home Office,East,Pennsylvania,Office Supplies,Binders,2,1500.77,0.05,1425.73,6.5,254.68
ORD-1441,2022-09-21,2022-09-28,Home Office,West,Oregon,Technology,Laptops,15,10651.42,0.0,10651.42,15.49,1273.52
ORD-1442,2022-08-01,2022-08-06,Corporate,East,Pennsylvania,Office Supplies,Paper,1,535.89,0.2,428.71,8.04,-96.73
ORD-1443,2024-02-18,2024-02-25,Home Office,West,Arizona,Furniture,Storage,3,1436.41,0.05,1364.59,47.95,67.49
ORD-1444,2023-12-18,2023-12-23,Corporate,Central,Missouri,Office Supplies,Labels,4,2586.78,0.05,2457.44,5.49,563.56
ORD-1445,2022-08-12,2022-08-17,Consumer,East,New York,Furniture,Chairs,5,1916.6,0.0,1916.6,49.62,310.94
ORD-1446,2022-09-18,2022-09-21,Corporate,West,Oregon,Technology,Monitors,6,978.17,0.1,880.35,18.11,-40.65
ORD-1447,2022-04-14,2022-04-20,Home Office,South,Alabama,Office Supplies,Envelopes,11,2233.62,0.2,1786.9,7.56,-145.22
ORD-1448,2022-06-06,2022-06-11,Corporate,East,New Jersey,Office Supplies,Labels,3,727.0,0.15,617.95,6.11,53.78
ORD-1449,2022-05-02,2022-05-05,Home Office,East,Pennsylvania,Office Supplies,Envelopes,9,291.35,0.0,291.35,5.38,56.66
ORD-1450,2023-03-07,2023-03-11,Home Office,West,California,Technology,Phones,6,2069.34,0.2,1655.47,22.67,-321.34
ORD-1451,2022-11-02,2022-11-05,Home Office,West,California,Technology,Accessories,5,3119.44,0.0,3119.44,19.44,680.44
ORD-1452,,2024-12-10,Corporate,South,Texas,Furniture,Chairs,7,4342.88,0.05,4125.74,36.67,401.57
ORD-1453,2022-10-16,2022-10-19,Corporate,South,Louisiana,Office Supplies,Binders,7,3849.53,0.0,3849.53,8.13,959.94
ORD-1454,2024-04-10,2024-04-13,Home Office,North,Minnesota,Office Supplies,Labels,4,1191.74,0.0,1191.74,7.83,355.17
ORD-1455,2023-01-19,2023-01-21,Consumer,North,Michigan,Office Supplies,Envelopes,2,651.42,0.0,651.42,4.24,129.01
ORD-1456,2022-06-08,2022-06-15,Home Office,Central,Indiana,Furniture,Storage,3,1222.31,0.15,1038.96,47.59,-97.39
ORD-1457,2022-11-16,2022-11-20,Consumer,North,Illinois,Furniture,Desks,4,1054.56,0.2,843.65,52.58,-184.5
ORD-1458,2022-06-09,2022-06-13,Home Office,West,Arizona,Technology,Laptops,15,689.98,0.15,586.48,18.11,-58.22
ORD-1459,2023-03-11,2023-03-17,Home Office,Central,Colorado,Furniture,Desks,12,4592.28,0.2,3673.82,56.29,-751.65
ORD-1460,2023-05-18,2023-05-23,Consumer,South,Alabama,Office Supplies,Paper,6,2228.71,0.2,1782.97,6.88,-394.32
ORD-1461,2024-04-03,2024-04-09,Consumer,South,Louisiana,Office Supplies,Pens & Art,11,8516.45,0.2,6813.16,5.83,-1.75
ORD-1462,2024-05-11,2024-05-14,Home Office,West,Oregon,Technology,Printers,-2,181.12,0.3,126.78,13.15,-62.26
ORD-1463,2022-03-19,2022-03-25,Consumer,South,Alabama,Technology,Laptops,11,7386.45,0.15,6278.48,18.77,-570.69
ORD-1464,2022-09-01,2022-09-03,Corporate,Central,Indiana,Technology,Accessories,15,11070.19,0.15,9409.66,18.79,88.46
ORD-1465,2023-11-27,2023-12-01,Home Office,West,Nevada,Technology,Accessories,6,3830.92,0.0,3830.92,22.98,835.91
ORD-1466,2022-02-17,2022-02-20,Consumer,Central,Missouri,Office Supplies,Binders,2,188.92,0.0,188.92,6.43,45.3
ORD-1467,2022-09-18,2022-09-25,Home Office,South,Louisiana,Office Supplies,Paper,12,5437.69,0.15,4622.04,4.64,-694.7
ORD-1468,2022-12-26,2022-12-29,Corporate,Central,Kansas,Office Supplies,Envelopes,3,1340.17,0.1,1206.15,5.62,70.68
ORD-1469,2023-08-28,2023-09-04,Home Office,Central,Missouri,Furniture,Bookcases,6,2032.14,0.15,1727.32,42.06,-116.26
ORD-1470,2024-03-24,2024-03-29,CORPORATE,East,Connecticut,Technology,Printers,5,1488.03,0.45,818.42,18.24,-553.81
ORD-1471,2022-01-10,2022-01-14,Home Office,North,Illinois,Technology,Accessories,1,250.76,0.0,250.76,15.31,50.57
ORD-1472,2024-09-05,2024-09-09,Home Office,North,Illinois,Furniture,Storage,2,89.25,0.0,89.25,33.99,1.41
ORD-1473,2022-11-19,2022-11-26,Home Office,East,New Jersey,Technology,Phones,7,3232.01,0.0,3232.01,21.85,284.33
ORD-1474,2022-11-20,2022-11-25,Corporate,East,Connecticut,Technology,Monitors,11,2758.9,0.15,2345.07,22.79,-264.79
ORD-1475,2022-06-28,2022-06-30,Consumer,North,North Dakota,Furniture,Bookcases,13,2508.65,0.15,2132.35,54.37,-144.25
ORD-1476,2024-05-05,2024-05-12,Consumer,West,California,Furniture,Storage,6,2456.31,0.0,2456.31,33.9,309.15
ORD-1477,2023-02-10,2023-02-15,Corporate,West,Nevada,Office Supplies,Labels,13,4219.06,0.0,4219.06,5.61,1264.04
ORD-1478,2023-04-17,2023-04-22,Home Office,Central,Kansas,Technology,Printers,7,4357.17,0.35,2832.16,22.2,-1507.7
ORD-1479,2024-03-24,2024-03-29,Consumer,Central,Colorado,Furniture,Tables,9,1874.73,0.3,1312.31,37.23,-641.08
ORD-1480,2023-10-12,2023-10-14,Home Office,East,New York,Office Supplies,Binders,6,987.21,0.0,987.21,6.69,244.8
ORD-1481,2023-09-02,2023-09-05,Consumer,East,Massachusetts,Furniture,Storage,15,9858.97,0.0,9858.97,49.55,1266.8
ORD-1482,2022-12-28,2022-12-30,Consumer,North,Wisconsin,Office Supplies,Binders,14,9223.27,0.0,9223.27,5.64,2304.13
ORD-1483,2024-03-07,2024-03-12,Corporate,East,New Jersey,Furniture,Chairs,4,1775.77,0.2,1420.62,37.0,-167.37
ORD-1484,2024-09-17,2024-09-24,Home Office,Central,Kansas,Technology,Laptops,1,215.53,0.0,215.53,16.18,21.01
ORD-1485,2024-01-09,2024-01-11,Corporate,Central,Ohio,Technology,Monitors,11,7522.74,0.15,6394.33,17.14,-708.52
ORD-1486,2024-12-23,2024-12-29,Corporate,North,Wisconsin,Office Supplies,Envelopes,2,1449.08,0.05,1376.63,7.84,176.61
ORD-1487,2024-09-01,2024-09-06,Consumer,North,North Dakota,Technology,Printers,1,209.2,0.2,167.36,16.44,-58.49
ORD-1488,2023-10-21,2023-10-23,Home Office,West,Oregon,Technology,Laptops,5,1002.1,0.1,901.89,16.08,-22.86
ORD-1489,2023-04-13,2023-04-20,Corporate,East,New Jersey,Technology,Printers,11,1350.25,0.45,742.64,19.16,-503.32
ORD-1490,2022-04-14,2022-04-17,Home Office,Central,Kansas,Office Supplies,Paper,5,3645.71,0.0,3645.71,6.09,216.92
ORD-1491,2022-10-28,2022-11-02,Home Office,South,Louisiana,Technology,Printers,3,772.69,0.2,618.15,24.06,-205.03
ORD-1492,2024-02-24,2024-03-02,Home Office,South,Georgia,Office Supplies,Paper,2,319.09,0.2,255.27,7.89,-58.53
ORD-1493,2024-07-24,2024-07-27,Corporate,North,Michigan,Furniture,Tables,5,671.43,0.35,436.43,32.54,-249.8
ORD-1494,2022-09-20,2022-09-27,Home Office,North,Illinois,Office Supplies,Pens & Art,4,785.06,0.0,785.06,5.71,218.1
ORD-1495,2023-10-06,2023-10-09,Consumer,West,Arizona,Office Supplies,Labels,14,4468.19,0.05,4244.78,4.78,974.87
ORD-1496,2022-12-24,2022-12-27,Consumer,South,Georgia,Furniture,Chairs,11,8698.48,0.2,6958.78,35.41,-776.09
ORD-1497,2023-12-13,2023-12-20,Home Office,West,Arizona,Furniture,Bookcases,13,621.84,0.15,528.56,53.64,-47.81
ORD-1498,2024-08-23,2024-08-25,Corporate,East,Connecticut,Office Supplies,Labels,13,588.01,0.0,588.01,6.1,174.57
ORD-1499,2024-09-25,2024-09-30,Home Office,South,Texas,Office Supplies,Envelopes,11,8476.98,0.0,8476.98,5.42,1693.77
ORD-1010,2022-12-22,2022-12-29,Home Office,West,Oregon,Furniture,Storage,12,1259.08,0.1,1133.17,51.48,-26.78
